articles=100; subcriptions=1; persist=True; date=2023-11-25 16:15:25; duration=2684.342384338379; result={'actor': 'user@user', 'isolate': False, 'persist': True, 'result': "Topic 'topic' aggregation: 100 article(s)", 'source': 'Source.REMOTE'}
articles=100; subcriptions=1; persist=True; date=2023-11-25 16:15:29; duration=121.89769744873047; result={'actor': 'user@user', 'isolate': False, 'persist': True, 'result': "Topic 'topic' aggregation: 100 article(s)", 'source': 'Source.LOCAL'}
articles=100; subcriptions=1; persist=True; date=2023-11-25 16:15:30; duration=148.6954689025879; result={'actor': 'user@user', 'isolate': False, 'persist': True, 'result': "Topic 'topic' aggregation: 100 article(s)", 'source': 'Source.LOCAL'}
articles=100; subcriptions=1; persist=True; date=2023-11-25 16:15:31; duration=107.33294486999512; result={'actor': 'user@user', 'isolate': False, 'persist': True, 'result': "Topic 'topic' aggregation: 100 article(s)", 'source': 'Source.LOCAL'}
articles=100; subcriptions=1; persist=True; date=2023-11-25 16:15:32; duration=144.0417766571045; result={'actor': 'user@user', 'isolate': False, 'persist': True, 'result': "Topic 'topic' aggregation: 100 article(s)", 'source': 'Source.LOCAL'}
articles=100; subcriptions=1; persist=True; date=2023-11-25 16:15:33; duration=104.95829582214355; result={'actor': 'user@user', 'isolate': False, 'persist': True, 'result': "Topic 'topic' aggregation: 100 article(s)", 'source': 'Source.LOCAL'}
articles=100; subcriptions=1; persist=True; date=2023-11-25 16:15:34; duration=144.72031593322754; result={'actor': 'user@user', 'isolate': False, 'persist': True, 'result': "Topic 'topic' aggregation: 100 article(s)", 'source': 'Source.LOCAL'}
articles=100; subcriptions=1; persist=True; date=2023-11-25 16:15:35; duration=101.20463371276855; result={'actor': 'user@user', 'isolate': False, 'persist': True, 'result': "Topic 'topic' aggregation: 100 article(s)", 'source': 'Source.LOCAL'}
articles=100; subcriptions=1; persist=True; date=2023-11-25 16:15:36; duration=256.57200813293457; result={'actor': 'user@user', 'isolate': False, 'persist': True, 'result': "Topic 'topic' aggregation: 100 article(s)", 'source': 'Source.LOCAL'}
articles=100; subcriptions=1; persist=True; date=2023-11-25 16:15:38; duration=111.92560195922852; result={'actor': 'user@user', 'isolate': False, 'persist': True, 'result': "Topic 'topic' aggregation: 100 article(s)", 'source': 'Source.LOCAL'}
