articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:03:54; duration=2695.803642272949; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.NONE'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:03:58; duration=31.46982192993164; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:03:59; duration=46.9515323638916; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:04:00; duration=65.54150581359863; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:04:01; duration=72.28207588195801; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:04:02; duration=58.37821960449219; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:04:03; duration=61.231374740600586; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:04:04; duration=48.51651191711426; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:04:05; duration=65.13857841491699; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:04:06; duration=42.77777671813965; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:04:07; duration=57.76238441467285; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:04:08; duration=58.76326560974121; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:04:09; duration=83.06097984313965; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
articles=1000; subcriptions=1; persist=False; date=2023-11-25 16:04:10; duration=59.37933921813965; result={'actor': 'user@user', 'isolate': False, 'persist': False, 'result': "Topic 'topic' aggregation: 1000 article(s)", 'source': 'Source.LOCAL'}
