ACTIE Duration (Green),ACTIE Persist Duration (Blue),BASE Duration (Red)
2705.1825523376465,7396.579027175903,132.1558952331543
74.23853874206543,114.74895477294922,122.43938446044922
53.81274223327637,73.03261756896973,128.86404991149902
58.164119720458984,79.7722339630127,133.84699821472168
72.59988784790039,123.62408638000488,459.5663547515869
56.75768852233887,50.81748962402344,98.61278533935547
43.69330406188965,116.06216430664062,112.35594749450684
71.4728832244873,102.70071029663086,82.54170417785645
33.27798843383789,145.2643871307373,196.82979583740234
33.510684967041016,109.35473442077637,111.3734245300293
53.18641662597656,117.59209632873535,120.77903747558594
47.68180847167969,129.81534004211426,133.02135467529297
31.952857971191406,142.84706115722656,108.01911354064941
49.500465393066406,128.06177139282227,139.19425010681152
53.10320854187012,148.0398178100586,119.4460391998291
54.73160743713379,200.87671279907227,98.71029853820801
53.94101142883301,122.37977981567383,594.2215919494629
37.476539611816406,104.13956642150879,230.20339012145996
39.37792778015137,134.97138023376465,247.9395866394043
31.549930572509766,143.4013843536377,128.43990325927734
60.38951873779297,99.87425804138184,205.81626892089844
57.47532844543457,144.54364776611328,86.47298812866211
56.76078796386719,73.02141189575195,117.04611778259277
50.59647560119629,177.98590660095215,581.824779510498
56.886911392211914,84.70582962036133,129.36139106750488
58.07685852050781,163.89083862304688,65.75655937194824
29.428958892822266,115.65113067626953,114.05539512634277
49.549102783203125,120.36991119384766,94.87199783325195
55.48262596130371,138.01288604736328,458.38093757629395
47.47366905212402,118.55053901672363,168.33949089050293
28.058528900146484,70.18065452575684,130.4013729095459
59.593915939331055,290.88783264160156,144.18411254882812
54.86106872558594,77.62932777404785,88.08588981628418
54.97574806213379,166.82910919189453,138.72766494750977
35.14742851257324,126.94549560546875,505.2073001861572
28.428316116333008,118.7903881072998,155.4269790649414
50.301551818847656,70.77527046203613,98.1895923614502
53.810834884643555,185.683012008667,153.04279327392578
29.28900718688965,116.84346199035645,223.7703800201416
57.0521354675293,135.82348823547363,104.91156578063965
57.57021903991699,82.74078369140625,1444.7948932647705
67.29602813720703,157.08208084106445,446.854829788208
52.301645278930664,73.81176948547363,235.2886199951172
51.12576484680176,62.49070167541504,120.55087089538574
25.89583396911621,127.49767303466797,101.20630264282227
53.08413505554199,95.86286544799805,137.8333568572998
49.739837646484375,171.88119888305664,431.75721168518066
36.44108772277832,124.64475631713867,149.7485637664795
32.776832580566406,111.28783226013184,231.1723232269287
56.854248046875,141.9079303741455,114.93921279907227
48.71416091918945,106.7664623260498,133.0862045288086
57.6021671295166,121.75202369689941,386.65223121643066
51.79095268249512,63.6754035949707,120.42021751403809
43.12014579772949,46.79679870605469,121.0165023803711
23.983001708984375,181.55956268310547,195.51968574523926
49.31282997131348,110.65077781677246,239.63475227355957
43.72406005859375,140.14840126037598,414.7651195526123
23.396968841552734,111.53984069824219,119.81749534606934
23.632049560546875,68.32003593444824,325.8852958679199
44.87919807434082,76.8585205078125,116.5001392364502
42.71101951599121,126.75213813781738,110.98194122314453
50.5218505859375,141.71266555786133,422.6188659667969
57.38472938537598,123.50583076477051,145.9357738494873
52.64568328857422,106.76813125610352,118.95871162414551
30.632495880126953,150.27451515197754,141.81256294250488
48.0341911315918,114.34078216552734,108.79349708557129
49.588918685913086,110.97955703735352,130.3720474243164
58.88056755065918,59.99398231506348,749.3805885314941
50.25649070739746,91.39132499694824,237.2894287109375
43.75457763671875,128.19433212280273,420.8095073699951
40.67230224609375,132.91406631469727,222.05519676208496
48.73466491699219,71.16031646728516,326.9228935241699
35.95280647277832,80.73544502258301,432.727575302124
22.983551025390625,78.95517349243164,120.27215957641602
26.937246322631836,68.6349868774414,135.59222221374512
49.31473731994629,125.54359436035156,341.275691986084
50.16970634460449,76.65419578552246,208.03165435791016
32.797813415527344,158.63966941833496,366.4064407348633
42.51360893249512,67.80791282653809,114.10784721374512
48.9654541015625,63.03763389587402,213.28067779541016
38.8181209564209,73.34733009338379,187.40153312683105
20.565509796142578,98.20175170898438,157.9115390777588
50.25982856750488,62.32285499572754,117.77496337890625
18.622875213623047,76.34162902832031,441.8361186981201
46.654462814331055,67.5363540649414,584.8298072814941
32.387733459472656,80.48176765441895,141.33143424987793
28.311729431152344,140.35582542419434,160.139799118042
45.037031173706055,76.94578170776367,336.20738983154297
22.63927459716797,265.2571201324463,219.62308883666992
21.599531173706055,137.64619827270508,1142.1105861663818
42.68026351928711,72.47447967529297,439.70274925231934
59.05747413635254,174.90243911743164,113.65318298339844
46.63872718811035,108.91604423522949,135.64515113830566
47.41930961608887,126.00278854370117,203.2945156097412
19.947528839111328,138.92412185668945,63.39216232299805
44.34919357299805,110.42475700378418,605.1681041717529
19.598007202148438,129.3048858642578,120.15485763549805
39.095163345336914,136.0189914703369,148.209810256958
54.19445037841797,76.69734954833984,98.45614433288574
20.774126052856445,70.08743286132812,109.79413986206055
