ACTIE Duration,BASE Duration,ACTIE Persist Duration,Entry Position
2380.1140785217285,1206.2716484069824,8984.532833099365,1
66.96438789367676,78.16410064697266,105.41701316833496,2
66.55764579772949,182.44552612304688,77.5144100189209,3
75.27422904968262,130.9041976928711,75.4849910736084,4
76.72667503356934,110.28313636779785,139.12725448608398,5
69.62871551513672,139.97554779052734,146.834135055542,6
90.08288383483887,85.69931983947754,131.6819190979004,7
49.478769302368164,79.54263687133789,343.9810276031494,8
63.00044059753418,70.83964347839355,66.18666648864746,9
70.98674774169922,121.57368659973145,135.9117031097412,10
72.05080986022949,77.24165916442871,413.6645793914795,11
70.78909873962402,379.8518180847168,79.16045188903809,12
40.44079780578613,193.73369216918945,202.93402671813965,13
73.99225234985352,77.14533805847168,96.27032279968262,14
68.94779205322266,143.9352035522461,189.6531581878662,15
79.00357246398926,105.51118850708008,103.51991653442383,16
58.25328826904297,259.89580154418945,201.71093940734863,17
144.439697265625,522.0863819122314,140.84815979003906,18
38.599252700805664,119.58646774291992,99.2441177368164,19
67.63863563537598,65.4604434967041,201.86281204223633,20
79.7111988067627,283.10275077819824,365.94438552856445,21
71.96354866027832,63.54212760925293,248.98719787597656,22
68.8924789428711,47.1193790435791,124.11141395568848,23
53.17044258117676,160.72368621826172,88.03677558898926,24
40.73143005371094,82.36575126647949,212.32008934020996,25
68.55988502502441,284.20567512512207,123.40259552001953,26
65.2015209197998,115.44060707092285,162.12797164916992,27
61.17606163024902,132.88187980651855,168.3638095855713,28
78.02653312683105,417.6504611968994,139.068603515625,29
78.51409912109375,83.03976058959961,137.18795776367188,30
60.00947952270508,159.03806686401367,140.98405838012695,31
61.20610237121582,137.03656196594238,155.60483932495117,32
62.9122257232666,82.47566223144531,162.63246536254883,33
59.68451499938965,1374.901533126831,132.02810287475586,34
36.240577697753906,134.75728034973145,157.76515007019043,35
67.63029098510742,87.65482902526855,157.23299980163574,36
42.24658012390137,261.2779140472412,130.37824630737305,37
53.0548095703125,138.70835304260254,153.47933769226074,38
83.39190483093262,428.8771152496338,141.36505126953125,39
50.52518844604492,88.12665939331055,166.9301986694336,40
94.50650215148926,173.4938621520996,90.02876281738281,41
44.71564292907715,87.89849281311035,87.31341361999512,42
52.24156379699707,168.2608127593994,149.44720268249512,43
31.18443489074707,223.8788604736328,169.54636573791504,44
38.10715675354004,237.98632621765137,99.6251106262207,45
52.036285400390625,222.51510620117188,197.84069061279297,46
76.95937156677246,75.00791549682617,106.73189163208008,47
57.16753005981445,161.41200065612793,183.76588821411133,48
80.5516242980957,121.23227119445801,149.49584007263184,49
60.85705757141113,105.07988929748535,147.10211753845215,50
67.68226623535156,144.34242248535156,142.65942573547363,51
41.123151779174805,122.25055694580078,274.89304542541504,52
63.807010650634766,128.74460220336914,115.37718772888184,53
58.582305908203125,121.38700485229492,101.27997398376465,54
66.81942939758301,116.57428741455078,273.71668815612793,55
72.18599319458008,136.53230667114258,130.69868087768555,56
54.026126861572266,112.7173900604248,197.13544845581055,57
67.27480888366699,57.509422302246094,156.59284591674805,58
