Actie,Actie*,Functions
2739.4073009490967,2684.342384338379,240.81993103027344
79.92720603942871,121.89769744873047,173.30527305603027
56.7171573638916,148.6954689025879,508.2218647003174
60.671329498291016,107.33294486999512,135.25629043579102
121.95706367492676,144.0417766571045,464.5388126373291
62.06798553466797,104.95829582214355,484.64369773864746
48.70462417602539,144.72031593322754,198.49896430969238
31.610727310180664,101.20463371276855,184.9679946899414
34.43145751953125,256.57200813293457,237.88785934448242
107.17463493347168,111.92560195922852,334.0742588043213
43.763160705566406,106.54735565185547,628.6225318908691
58.484554290771484,149.55854415893555,233.71005058288574
27.997970581054688,51.93686485290527,241.14346504211426
51.12743377685547,197.69048690795898,221.88997268676758
35.7205867767334,85.54506301879883,224.4722843170166
46.678781509399414,62.833547592163086,783.6313247680664
53.82418632507324,109.92908477783203,183.33172798156738
106.32514953613281,86.09795570373535,224.3943214416504
26.970624923706055,101.22323036193848,225.0690460205078
56.08415603637695,77.99649238586426,214.32876586914062
52.771568298339844,42.48046875,249.6035099029541
27.653932571411133,125.44012069702148,99.88164901733398
64.33510780334473,107.64050483703613,358.428955078125
40.702104568481445,146.04854583740234,219.45738792419434
54.63004112243652,95.68381309509277,224.69234466552734
45.29428482055664,73.80843162536621,151.1223316192627
25.662899017333984,77.83055305480957,385.972261428833
49.27325248718262,147.28903770446777,270.97082138061523
29.732227325439453,73.17852973937988,434.10420417785645
51.11098289489746,69.51332092285156,244.71068382263184
32.94181823730469,112.99562454223633,295.6686019897461
29.84905242919922,136.8708610534668,312.9925727844238
62.66927719116211,114.81142044067383,250.8544921875
48.67720603942871,120.09358406066895,205.69658279418945
45.39084434509277,72.91698455810547,144.81043815612793
42.21010208129883,68.26519966125488,143.68653297424316
47.85346984863281,71.7020034790039,222.1360206604004
54.8548698425293,82.38768577575684,162.245512008667
60.14728546142578,147.1426486968994,152.42409706115723
57.48581886291504,117.46835708618164,243.59369277954102
56.1676025390625,116.3179874420166,270.02811431884766
56.478023529052734,141.30520820617676,123.41713905334473
48.21348190307617,125.79655647277832,276.5538692474365
54.41117286682129,120.49317359924316,137.78114318847656
56.03623390197754,93.4443473815918,186.4609718322754
53.73811721801758,158.5843563079834,150.96163749694824
48.82979393005371,71.53964042663574,241.6987419128418
35.03680229187012,179.72397804260254,242.9978847503662
52.06298828125,128.10111045837402,246.30212783813477
51.53775215148926,90.86108207702637,193.41063499450684
26.83711051940918,161.9551181793213,245.347261428833
67.3074722290039,109.0385913848877,148.1025218963623
54.7943115234375,77.26454734802246,176.9430637359619
55.93609809875488,180.50241470336914,141.68810844421387
58.82453918457031,81.56156539916992,240.39387702941895
67.34132766723633,78.25708389282227,435.70709228515625
57.1291446685791,109.38382148742676,203.63211631774902
27.803659439086914,78.4921646118164,140.55609703063965
40.55953025817871,75.51240921020508,195.53351402282715
30.681848526000977,108.1686019897461,164.52932357788086
42.65427589416504,129.58216667175293,203.71127128601074
43.83277893066406,122.12991714477539,234.65633392333984
59.04650688171387,71.25306129455566,115.76366424560547
35.8586311340332,35.98451614379883,370.40209770202637
58.54392051696777,75.7756233215332,191.619873046875
35.837411880493164,63.17949295043945,210.11805534362793
57.93118476867676,39.14523124694824,337.1999263763428
52.99854278564453,70.38331031799316,234.3156337738037
42.684316635131836,128.6776065826416,325.43277740478516
45.984745025634766,84.12599563598633,112.23816871643066
68.94898414611816,166.2614345550537,93.60432624816895
52.76036262512207,100.21376609802246,118.08443069458008
57.69038200378418,143.68534088134766,192.08550453186035
54.3363094329834,70.38593292236328,253.69858741760254
56.54287338256836,62.432289123535156,195.08981704711914
53.34830284118652,60.30130386352539,223.42371940612793
56.05363845825195,71.98977470397949,200.88958740234375
27.88233757019043,56.18643760681152,124.21488761901855
19.79994773864746,121.23489379882812,253.07703018188477
41.82004928588867,129.1489601135254,150.82883834838867
55.36031723022461,126.08909606933594,304.20804023742676
50.5063533782959,124.8164176940918,441.59388542175293
50.01354217529297,118.77012252807617,146.85893058776855
51.77783966064453,65.00816345214844,199.28240776062012
52.57081985473633,272.9206085205078,228.99127006530762
50.72188377380371,33.18357467651367,137.67457008361816
54.586172103881836,133.69131088256836,203.55892181396484
40.15088081359863,122.69926071166992,232.30934143066406
53.15852165222168,106.50277137756348,240.94915390014648
60.248374938964844,140.37275314331055,227.18310356140137
52.38175392150879,110.92400550842285,127.91252136230469
64.53394889831543,145.1876163482666,128.72862815856934
31.895875930786133,108.12878608703613,211.7600440979004
19.29640769958496,34.644126892089844,236.33718490600586
54.44526672363281,123.95095825195312,201.63559913635254
53.98130416870117,121.16074562072754,120.17703056335449
60.567378997802734,127.5339126586914,328.89580726623535
23.24199676513672,109.91144180297852,261.05523109436035
49.06010627746582,127.98881530761719,151.5669822692871
51.10979080200195,140.7792568206787,186.34629249572754
