ACTIE Duration (Green),ACTIE Persist Duration (Blue),BASE Duration (Red)
7759.769678115845,2607.8500747680664,113.30938339233398
127.00462341308594,186.65385246276855,131.29162788391113
69.33236122131348,141.05772972106934,136.63268089294434
47.32513427734375,73.76241683959961,62.792301177978516
74.15127754211426,64.27597999572754,294.7056293487549
77.57830619812012,82.84425735473633,356.22191429138184
76.75552368164062,84.8383903503418,103.08337211608887
74.10907745361328,90.40689468383789,50.17375946044922
55.94372749328613,176.53894424438477,70.09506225585938
68.84980201721191,135.51640510559082,72.26753234863281
43.977975845336914,89.47324752807617,78.04155349731445
39.89815711975098,104.97474670410156,133.0547332763672
61.23852729797363,172.5449562072754,145.36595344543457
67.64364242553711,88.96613121032715,115.07368087768555
70.79815864562988,81.35509490966797,111.95611953735352
62.97874450683594,172.71661758422852,84.75065231323242
85.25466918945312,122.93004989624023,289.4010543823242
60.81104278564453,210.14809608459473,110.23521423339844
77.04401016235352,90.37995338439941,66.54047966003418
88.25850486755371,170.50838470458984,89.39957618713379
53.69400978088379,124.00007247924805,77.55923271179199
96.30370140075684,156.8312644958496,167.49310493469238
50.96936225891113,99.25436973571777,129.0884017944336
65.1400089263916,96.18186950683594,127.00176239013672
76.96032524108887,163.89966011047363,124.71485137939453
93.32060813903809,126.41644477844238,106.91237449645996
78.45592498779297,152.8618335723877,136.34347915649414
87.61286735534668,145.00856399536133,116.99318885803223
68.02630424499512,170.4096794128418,155.47776222229004
74.23615455627441,144.09852027893066,86.94195747375488
65.0644302368164,133.0249309539795,129.61363792419434
62.882423400878906,144.99831199645996,126.13773345947266
54.44025993347168,146.195650100708,72.16620445251465
69.27299499511719,157.77325630187988,194.67973709106445
76.7676830291748,93.05310249328613,1144.8583602905273
61.032772064208984,121.10495567321777,127.87151336669922
66.79105758666992,260.911226272583,134.62114334106445
79.79822158813477,130.4917335510254,102.07366943359375
79.82110977172852,149.51848983764648,144.5176601409912
77.07095146179199,43.19262504577637,120.79524993896484
29.341936111450195,151.24249458312988,145.2624797821045
48.274993896484375,88.56606483459473,100.49080848693848
64.9106502532959,211.11130714416504,48.48623275756836
69.23222541809082,125.72073936462402,111.81211471557617
71.48027420043945,50.9488582611084,112.14804649353027
53.777217864990234,140.62070846557617,53.39550971984863
47.64294624328613,149.15156364440918,134.88292694091797
38.77902030944824,150.14934539794922,346.4531898498535
59.60893630981445,96.41051292419434,117.89941787719727
56.10299110412598,207.66663551330566,191.50614738464355
54.94070053100586,160.8128547668457,122.67112731933594
38.31982612609863,251.0855197906494,118.21794509887695
50.08196830749512,144.68669891357422,66.7111873626709
36.01694107055664,131.25944137573242,178.3466339111328
63.72857093811035,87.85653114318848,91.52626991271973
70.6629753112793,109.92193222045898,178.0991554260254
67.38018989562988,161.8945598602295,99.93910789489746
27.538537979125977,149.38116073608398,179.67510223388672
70.0368881225586,137.45880126953125,185.5628490447998
72.09253311157227,143.3432102203369,121.6421127319336
