ACTIE Duration,BASE Duration,ACTIE Persist Duration,Entry Position
2219.6171283721924,157.67788887023926,197.60537147521973,1
33.13016891479492,406.18014335632324,91.88532829284668,2
76.28393173217773,136.72375679016113,109.9557876586914,3
76.42602920532227,74.21731948852539,157.01699256896973,4
1113.703966140747,82.1080207824707,131.2565803527832,5
142.06671714782715,140.4581069946289,130.79118728637695,6
281.85248374938965,116.02187156677246,208.92834663391113,7
115.4022216796875,92.17953681945801,114.53390121459961,8
60.23240089416504,72.93152809143066,140.69056510925293,9
467.9267406463623,81.87460899353027,264.4026279449463,10
126.67322158813477,81.52008056640625,132.4143409729004,11
184.584379196167,78.2616138458252,151.62920951843262,12
98.25515747070312,77.12411880493164,156.8758487701416,13
73.52471351623535,306.6368103027344,318.0277347564697,14
114.4564151763916,85.45279502868652,177.51574516296387,15
483.9348793029785,149.94192123413086,151.89719200134277,16
45.95828056335449,84.08164978027344,129.5177936553955,17
138.63539695739746,172.49798774719238,138.25011253356934,18
58.683156967163086,626.9102096557617,187.7920627593994,19
113.79146575927734,127.73513793945312,133.45646858215332,20
157.78636932373047,349.7893810272217,89.90478515625,21
161.06152534484863,217.3447608947754,106.64010047912598,22
145.25771141052246,80.81269264221191,147.22204208374023,23
129.52828407287598,372.02000617980957,154.52957153320312,24
1195.8835124969482,136.85226440429688,49.83329772949219,25
170.66192626953125,98.04296493530273,137.26091384887695,26
118.67785453796387,77.60000228881836,161.96012496948242,27
69.09561157226562,280.0450325012207,135.7133388519287,28
125.26226043701172,126.86967849731445,157.90915489196777,29
131.57153129577637,441.70188903808594,45.33267021179199,30
172.84607887268066,108.35647583007812,147.64785766601562,31
147.85432815551758,135.73789596557617,138.59868049621582,32
31.466960906982422,95.95274925231934,466.01128578186035,33
242.4612045288086,77.67534255981445,148.16522598266602,34
142.44985580444336,50.90689659118652,179.38828468322754,35
66.38336181640625,91.31956100463867,92.07320213317871,36
72.83854484558105,99.95841979980469,75.40607452392578,37
112.24079132080078,66.71476364135742,121.96207046508789,38
171.0667610168457,60.73307991027832,178.74836921691895,39
121.07396125793457,152.99272537231445,106.7557430267334,40
136.0454559326172,85.66904067993164,123.6594104766846,41
200.62017440795898,179.18133735656738,97.594976425171,42
97.42927551269531,80.86943626403809,129.7628879547119,43
38.550376892089844,144.6230411529541,129.75120544433594,44
186.3415241241455,118.09563636779785,164.9007797241211,45
139.0228271484375,129.70280647277832,96.4057445526123,46
147.8409767150879,127.68697738647461,185.0602626800537,47
1174.4871139526367,111.02104187011719,124.11236763000488,48
148.18239212036133,81.00199699401855,523.003339767456,49
37.01472282409668,257.33280181884766,814.6917819976807,50
157.35721588134766,458.13608169555664,1124.6192455291748,51
72.6625919342041,36.864519119262695,74.78809356689453,52
61.39492988586426,155.7021141052246,72.11828231811523,53
51.839590072631836,206.92825317382812,84.45310592651367,54
76.56192779541016,92.20147132873535,65.68598747253418,55
58.912038803100586,137.84003257751465,60.71138381958008,56
276.5226364135742,121.16742134094238,181.1962127685547,57
68.62807273864746,128.52931022644043,60.22500991821289,58
88.78135681152344,123.56352806091309,128.27658653259277,59
172.72639274597168,76.08342170715332,87.3878002166748,60
140.5963897705078,184.81159210205078,86.9894027709961,61
151.51476860046387,91.81475639343262,167.79017448425293,62
150.26545524597168,57.295799255371094,146.6352939605713,63
148.637056350708,98.65403175354004,278.55849266052246,64
138.86475563049316,142.59076118469238,192.09551811218262,65
136.11340522766113,184.96370315551758,65.92559814453125,66
170.29523849487305,92.8645133972168,164.44110870361328,67
74.23186302185059,100.79836845397949,92.62895584106445,68
120.65386772155762,116.70875549316406,87.53538131713867,69
145.92909812927246,120.40376663208008,87.28742599487305,70
53.295135498046875,129.82892990112305,57.58833885192871,71
247.7569580078125,129.00567054748535,115.206003189087,72
120.35107612609863,106.23717308044434,115.753173828125,73
184.59081649780273,160.42232513427734,101.8688678741455,74
131.49714469909668,89.47014808654785,97.921371459961,75
153.36275100708008,145.63775062561035,122.1611499786377,76
73.75311851501465,127.5627613067627,106.2541007995605,77
121.41823768615723,110.19515991210938,126.582145690918,78
61.06448173522949,290.73500633239746,107.2535514831543,79
84.2134952545166,190.80138206481934,114.480495452881,80
73.5025405883789,102.50663757324219,99.858283996582,81
155.02405166625977,148.85497093200684,161.353588104248,82
161.8669033050537,101.11427307128906,119.85492706298828,83
145.48540115356445,152.56786346435547,97.83673286437988,84
74.02396202087402,101.84955596923828,87.5101089477539,85
128.1592845916748,117.7070140838623,337.6808166503906,86
254.00853157043457,123.60286712646484,464.5652770996094,87
