ACTIE Duration (Green),ACTIE Persist Duration (Blue),BASE Duration (Red)
85.65783500671387,84.1970443725586,156.30698204040527
165.37189483642578,165.33994674682617,157.3646068572998
152.73261070251465,153.14316749572754,150.70033073425293
148.162841796875,133.85343551635742,360.86535453796387
76.29704475402832,314.5473003387451,117.15292930603027
114.43257331848145,91.79234504699707,158.64133834838867
150.0110626220703,148.67830276489258,149.27077293395996
73.47464561462402,151.74579620361328,134.6752643585205
122.84135818481445,152.63915061950684,96.31013870239258
147.050142288208,81.87246322631836,84.3057632446289
148.3321189880371,106.82272911071777,91.14384651184082
61.23161315917969,144.1628932952881,163.14387321472168
145.04742622375488,80.16443252563477,81.60018920898438
136.3537311553955,118.83783340454102,182.1913719177246
125.00452995300293,67.36302375793457,139.33157920837402
78.6433219909668,49.80325698852539,130.44357299804688
117.18606948852539,107.17010498046875,75.74772834777832
150.12383460998535,163.18130493164062,89.29228782653809
58.94637107849121,147.63474464416504,100.30579566955566
157.3343276977539,75.78825950622559,152.1003246307373
122.76339530944824,118.38698387145996,89.63894844055176
76.7519474029541,149.6593952178955,102.35881805419922
76.60531997680664,146.02255821228027,82.19552040100098
113.94405364990234,130.33461570739746,86.71975135803223
146.742582321167,164.7026538848877,180.32121658325195
135.0247859954834,73.85540008544922,88.61303329467773
60.88900566101074,124.17483329772949,108.95514488220215
145.06006240844727,147.17841148376465,150.29358863830566
145.554780960083,146.9426155090332,174.4978427886963
134.06634330749512,146.67654037475586,118.92914772033691
153.21087837219238,153.5181999206543,140.6543254852295
135.6487274169922,153.64909172058105,159.3790054321289
73.22978973388672,122.64537811279297,264.9712562561035
63.08794021606445,158.01525115966797,122.46918678283691
69.13065910339355,256.1006546020508,164.02053833007812
102.4484634399414,150.3767967224121,88.3169174194336
155.22193908691406,137.58516311645508,99.93958473205566
76.19047164916992,160.81786155700684,117.96712875366211
118.01648139953613,70.54710388183594,97.8536605834961
38.01298141479492,71.74229621887207,76.13611221313477
75.7741928100586,83.22858810424805,119.71521377563477
77.27885246276855,48.238277435302734,86.66324615478516
197.74341583251953,144.64426040649414,172.83368110656738
138.2737159729004,163.29312324523926,165.49158096313477
136.63434982299805,81.74324035644531,84.88011360168457
64.82553482055664,77.15010643005371,107.81240463256836
138.48280906677246,81.03299140930176,135.70737838745117
159.76977348327637,45.44878005981445,91.01510047912598
138.98134231567383,77.09622383117676,339.0052318572998
151.31497383117676,195.83582878112793,70.3883171081543
151.16405487060547,56.99276924133301,114.48049545288086
130.09953498840332,156.80527687072754,96.85349464416504
163.08259963989258,151.56269073486328,197.02625274658203
127.61545181274414,152.71258354187012,146.864652633667
169.69990730285645,127.79951095581055,93.00804138183594
151.61466598510742,50.51612854003906,1112.4210357666016
121.72293663024902,144.84453201293945,93.12772750854492
182.86371231079102,160.34388542175293,101.44853591918945
138.48257064819336,149.7669219970703,165.18735885620117
150.46429634094238,73.46749305725098,135.59532165527344
128.50594520568848,119.83132362365723,79.32710647583008
168.0130958557129,153.03730964660645,94.37227249145508
76.45511627197266,76.2331485748291,162.08863258361816
100.09384155273438,117.52152442932129,91.61019325256348
118.98493766784668,366.4438724517822,240.9493923187256
68.88270378112793,81.91585540771484,118.27683448791504
65.45662879943848,85.37030220031738,159.81268882751465
77.72469520568848,78.82142066955566,90.42596817016602
75.72102546691895,81.26688003540039,195.07265090942383
91.86267852783203,79.47897911071777,91.91274642944336
147.74632453918457,161.4692211151123,105.42726516723633
146.53325080871582,147.89390563964844,157.24897384643555
92.94009208679199,132.89403915405273,110.97550392150879
73.03333282470703,165.8768653869629,168.0772304534912
76.63583755493164,74.5089054107666,145.28584480285645
75.38843154907227,116.25027656555176,156.4955711364746
118.68739128112793,82.65566825866699,145.17474174499512
371.3374137878418,66.24126434326172,149.261474609375
129.28223609924316,89.40553665161133,62.8206729888916
144.8373794555664,149.80578422546387,92.92006492614746
74.91469383239746,144.8366641998291,183.52723121643066
121.62971496582031,153.5170078277588,157.243013381958
144.38700675964355,146.6200351715088,160.69626808166504
77.05807685852051,173.94542694091797,133.20469856262207
81.03394508361816,123.14009666442871,156.35275840759277
81.90226554870605,143.0649757385254,155.23958206176758
62.139034271240234,153.61618995666504,89.23125267028809
80.68299293518066,144.76823806762695,186.69939041137695
98.54602813720703,146.79908752441406,89.48373794555664
80.32512664794922,151.41868591308594,107.38682746887207
77.64196395874023,70.5564022064209,153.0003547668457
88.57440948486328,119.26007270812988,161.43441200256348
77.55064964294434,79.8799991607666,128.68809700012207
110.14771461486816,102.96869277954102,133.77952575683594
133.10909271240234,147.39584922790527,283.2677364349365
170.35388946533203,164.73388671875,129.12821769714355
75.90889930725098,78.16433906555176,95.42179107666016
108.78586769104004,113.8758659362793,86.65943145751953
155.04932403564453,150.73800086975098,159.10983085632324
113.44337463378906,81.79569244384766,158.42700004577637
183.43687057495117,109.74717140197754,148.36716651916504
74.62382316589355,145.1117992401123,124.62306022644043
115.7846450805664,151.81803703308105,152.6017189025879
74.66316223144531,147.70221710205078,160.68601608276367
120.52154541015625,138.58985900878906,122.91073799133301
127.91609764099121,159.3313217163086,175.4751205444336
155.73358535766602,135.10847091674805,155.5922031402588
165.449857711792,157.00054168701172,74.96976852416992
75.90937614440918,133.5749626159668,105.12375831604004
112.91933059692383,167.73676872253418,266.41321182250977
72.69001007080078,146.2416648864746,138.7779712677002
113.5551929473877,151.18145942687988,151.50690078735352
156.2519073486328,135.3912353515625,155.35902976989746
72.5409984588623,156.97860717773438,117.2792911529541
108.94417762756348,152.55022048950195,95.03054618835449
167.18626022338867,132.77935981750488,94.53058242797852
147.22847938537598,162.8255844116211,161.3473892211914
66.75076484680176,140.14458656311035,88.11354637145996
106.15229606628418,135.55335998535156,119.39692497253418
73.23074340820312,81.6504955291748,132.1430206298828
68.08161735534668,72.19982147216797,157.31477737426758
42.68622398376465,97.53537178039551,155.5459499359131
75.74820518493652,159.8222255706787,139.39452171325684
59.98945236206055,72.98707962036133,158.74481201171875
54.47554588317871,139.67585563659668,102.13255882263184
169.3730354309082,165.3444766998291,204.7896385192871
148.25749397277832,76.19166374206543,128.13973426818848
74.19252395629883,79.05125617980957,165.13800621032715
132.39383697509766,120.96595764160156,89.38050270080566
75.05130767822266,52.31118202209473,93.66488456726074
71.70367240905762,158.16426277160645,148.02813529968262
73.80151748657227,75.12092590332031,87.07690238952637
160.24279594421387,130.68747520446777,89.70355987548828
140.95830917358398,132.18021392822266,146.23618125915527
145.9345817565918,36.490678787231445,157.1354866027832
69.06533241271973,162.4743938446045,89.24460411071777
130.29718399047852,163.0237102508545,85.0677490234375
132.22765922546387,142.4579620361328,175.35662651062012
66.88618659973145,75.74081420898438,157.84978866577148
148.0402946472168,114.15886878967285,151.4599323272705
148.80967140197754,149.1551399230957,351.381778717041
72.45755195617676,133.04710388183594,136.72542572021484
122.79605865478516,157.1669578552246,123.0309009552002
147.0470428466797,73.17256927490234,83.4510326385498
141.69025421142578,135.2541446685791,126.96266174316406
153.87606620788574,72.38602638244629,160.00676155090332
69.66328620910645,127.48551368713379,140.98715782165527
75.75392723083496,62.819719314575195,159.60121154785156
