topics=1; users=0; articles=0; subcriptions=0; persist=False; date=2023-11-25 10:47:20; duration=2219.6171283721924; result={'actor': 'user@user0', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=1; articles=0; subcriptions=1; persist=False; date=2023-11-25 10:47:24; duration=33.13016891479492; result={'actor': 'user@user1', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=2; articles=0; subcriptions=2; persist=False; date=2023-11-25 10:47:26; duration=76.28393173217773; result={'actor': 'user@user2', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=3; articles=0; subcriptions=3; persist=False; date=2023-11-25 10:47:28; duration=76.42602920532227; result={'actor': 'user@user3', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=4; articles=0; subcriptions=4; persist=False; date=2023-11-25 10:47:31; duration=1113.703966140747; result={'actor': 'user@user4', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=5; articles=0; subcriptions=5; persist=False; date=2023-11-25 10:47:34; duration=142.06671714782715; result={'actor': 'user@user5', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=6; articles=0; subcriptions=6; persist=False; date=2023-11-25 10:47:36; duration=281.85248374938965; result={'actor': 'user@user6', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=7; articles=0; subcriptions=7; persist=False; date=2023-11-25 10:47:38; duration=115.4022216796875; result={'actor': 'user@user7', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=8; articles=0; subcriptions=8; persist=False; date=2023-11-25 10:47:40; duration=60.23240089416504; result={'actor': 'user@user8', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=9; articles=0; subcriptions=9; persist=False; date=2023-11-25 10:47:42; duration=467.9267406463623; result={'actor': 'user@user9', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=10; articles=0; subcriptions=10; persist=False; date=2023-11-25 10:47:45; duration=126.67322158813477; result={'actor': 'user@user10', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=11; articles=0; subcriptions=11; persist=False; date=2023-11-25 10:47:47; duration=184.584379196167; result={'actor': 'user@user11', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=12; articles=0; subcriptions=12; persist=False; date=2023-11-25 10:47:49; duration=98.25515747070312; result={'actor': 'user@user12', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=13; articles=0; subcriptions=13; persist=False; date=2023-11-25 10:47:51; duration=73.52471351623535; result={'actor': 'user@user13', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=14; articles=0; subcriptions=14; persist=False; date=2023-11-25 10:47:53; duration=114.4564151763916; result={'actor': 'user@user14', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=15; articles=0; subcriptions=15; persist=False; date=2023-11-25 10:47:55; duration=483.9348793029785; result={'actor': 'user@user15', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=16; articles=0; subcriptions=16; persist=False; date=2023-11-25 10:47:58; duration=45.95828056335449; result={'actor': 'user@user16', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=17; articles=0; subcriptions=17; persist=False; date=2023-11-25 10:48:00; duration=138.63539695739746; result={'actor': 'user@user17', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=18; articles=0; subcriptions=18; persist=False; date=2023-11-25 10:48:02; duration=58.683156967163086; result={'actor': 'user@user18', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=19; articles=0; subcriptions=19; persist=False; date=2023-11-25 10:48:04; duration=113.79146575927734; result={'actor': 'user@user19', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=20; articles=0; subcriptions=20; persist=False; date=2023-11-25 10:48:06; duration=157.78636932373047; result={'actor': 'user@user20', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=21; articles=0; subcriptions=21; persist=False; date=2023-11-25 10:48:08; duration=161.06152534484863; result={'actor': 'user@user21', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=22; articles=0; subcriptions=22; persist=False; date=2023-11-25 10:48:11; duration=145.25771141052246; result={'actor': 'user@user22', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=23; articles=0; subcriptions=23; persist=False; date=2023-11-25 10:48:13; duration=129.52828407287598; result={'actor': 'user@user23', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=24; articles=0; subcriptions=24; persist=False; date=2023-11-25 10:48:15; duration=1195.8835124969482; result={'actor': 'user@user24', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=25; articles=0; subcriptions=25; persist=False; date=2023-11-25 10:48:18; duration=170.66192626953125; result={'actor': 'user@user25', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=26; articles=0; subcriptions=26; persist=False; date=2023-11-25 10:48:20; duration=118.67785453796387; result={'actor': 'user@user26', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=27; articles=0; subcriptions=27; persist=False; date=2023-11-25 10:48:22; duration=69.09561157226562; result={'actor': 'user@user27', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=28; articles=0; subcriptions=28; persist=False; date=2023-11-25 10:48:24; duration=125.26226043701172; result={'actor': 'user@user28', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=29; articles=0; subcriptions=29; persist=False; date=2023-11-25 10:48:27; duration=131.57153129577637; result={'actor': 'user@user29', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
topics=1; users=30; articles=0; subcriptions=30; persist=False; date=2023-11-25 10:48:29; duration=172.84607887268066; result={'actor': 'user@user30', 'isolate': False, 'persist': False, 'result': "Subscribed to topic 'topic'", 'source': 'Source.NONE'}
