S1,S1*,S2
2695.803642272949,7720.97635269165,3567.7096843719482
31.46982192993164,146.45671844482422,243.3016300201416
46.9515323638916,227.39791870117188,205.1081657409668
65.54150581359863,140.0771141052246,602.2059917449951
72.28207588195801,103.36875915527344,322.82185554504395
58.37821960449219,143.14651489257812,259.5105171203613
61.231374740600586,116.19806289672852,292.97566413879395
48.51651191711426,121.82307243347168,506.53553009033203
65.13857841491699,115.39006233215332,261.2948417663574
42.77777671813965,125.23317337036133,345.0276851654053
57.76238441467285,48.74825477600098,262.94612884521484
58.76326560974121,55.34791946411133,611.8123531341553
83.06097984313965,74.21636581420898,248.23522567749023
59.37933921813965,112.0610237121582,209.03277397155762
42.32192039489746,74.13768768310547,299.58367347717285
63.03238868713379,48.799753189086914,414.7353172302246
28.343677520751953,153.98597717285156,241.2545680999756
28.39493751525879,80.62005043029785,243.69454383850098
39.635658264160156,67.75045394897461,277.660608291626
57.81102180480957,47.16134071350098,558.9022636413574
65.77396392822266,59.740304946899414,474.3332862854004
68.30716133117676,60.94837188720703,415.8935546875
67.70825386047363,128.32212448120117,312.4539852142334
51.697492599487305,123.54564666748047,461.6968631744385
59.889793395996094,88.29832077026367,286.24963760375977
43.32423210144043,47.934770584106445,206.01701736450195
49.878835678100586,153.1357765197754,268.80455017089844
47.396183013916016,108.60157012939453,399.13296699523926
57.273149490356445,79.76675033569336,252.55465507507324
51.279544830322266,166.83030128479004,343.3239459991455
38.86890411376953,129.6238899230957,292.2787666320801
58.84814262390137,143.67246627807617,350.3072261810303
61.79690361022949,106.6582202911377,242.01440811157227
65.12212753295898,81.79831504821777,352.0703315734863
54.47745323181152,53.380489349365234,298.53081703186035
59.24344062805176,152.0376205444336,415.6231880187988
51.27835273742676,77.64029502868652,238.6167049407959
29.469013214111328,98.41799736022949,237.10274696350098
57.82318115234375,87.86845207214355,328.5813331604004
59.74721908569336,119.5378303527832,321.58493995666504
52.86097526550293,145.08461952209473,243.50881576538086
59.60988998413086,122.58434295654297,335.29090881347656
65.90867042541504,80.9638500213623,310.1038932800293
72.44324684143066,42.88506507873535,434.5214366912842
45.903921127319336,148.2563018798828,771.5904712677002
53.68995666503906,71.74944877624512,234.31849479675293
73.25410842895508,75.30498504638672,265.7480239868164
58.34031105041504,121.08588218688965,228.3484935760498
27.025938034057617,123.98958206176758,242.8898811340332
33.51926803588867,119.20547485351562,350.2223491668701
46.558380126953125,135.01954078674316,321.3920593261719
70.69230079650879,129.56714630126953,226.6390323638916
70.55330276489258,102.27584838867188,369.3876266479492
66.45846366882324,131.02984428405762,273.3340263366699
62.59417533874512,137.13335990905762,239.24875259399414
56.07962608337402,113.08956146240234,247.5266456604004
63.439130783081055,84.95807647705078,220.3359603881836
66.40768051147461,41.15009307861328,409.0886116027832
47.04713821411133,42.40679740905762,246.2613582611084
56.73670768737793,72.74556159973145,271.1644172668457
73.12440872192383,74.48410987854004,280.426025390625
65.08636474609375,78.11331748962402,331.12573623657227
58.29477310180664,68.60923767089844,279.94394302368164
54.11791801452637,70.61934471130371,282.4382781982422
35.817623138427734,83.8022232055664,828.0107975006104
53.04455757141113,96.55594825744629,441.06030464172363
65.04535675048828,161.36693954467773,197.91865348815918
61.65361404418945,123.34942817687988,265.6381130218506
57.59739875793457,112.33758926391602,816.4136409759521
42.90056228637695,79.57220077514648,240.71931838989258
30.610322952270508,183.91132354736328,357.4566841125488
57.94644355773926,127.38585472106934,250.77533721923828
65.32812118530273,114.83073234558105,293.06697845458984
22.65644073486328,117.45238304138184,284.9392890930176
35.16817092895508,144.78015899658203,277.785062789917
33.55598449707031,81.68697357177734,345.6542491912842
63.7209415435791,160.79139709472656,255.77402114868164
67.15059280395508,101.70817375183105,264.7438049316406
74.79715347290039,152.052640914917,242.10405349731445
63.27056884765625,110.59379577636719,336.78197860717773
65.9329891204834,45.81642150878906,309.5388412475586
62.59799003601074,108.30020904541016,225.0983715057373
50.052642822265625,136.96861267089844,241.1062717437744
25.768041610717773,72.11780548095703,551.8853664398193
58.20584297180176,173.49886894226074,311.7494583129883
70.74761390686035,77.0723819732666,215.57116508483887
31.4943790435791,171.07248306274414,232.81431198120117
24.59406852722168,120.83721160888672,695.1644420623779
49.03888702392578,124.76420402526855,268.1150436401367
49.24368858337402,117.16651916503906,240.21553993225098
69.73385810852051,143.43786239624023,328.19390296936035
45.500993728637695,120.6822395324707,341.60900115966797
24.031877517700195,122.31993675231934,419.7118282318115
49.749135971069336,77.63838768005371,332.3240280151367
75.53768157958984,178.80845069885254,323.0772018432617
60.939788818359375,125.4734992980957,265.2571201324463
22.230148315429688,105.73410987854004,273.7700939178467
57.7244758605957,132.17663764953613,219.5591926574707
59.143781661987305,122.67756462097168,260.32066345214844
78.46450805664062,74.68795776367188,331.4211368560791
